quant,L1,L2,a1,a2,b1,b2
1001,60.7744117573735,54.353936055467,1.07484751482245,5.77330900342249,10.2575405656015,10.3371524568611
1002,60.785902704996,54.361831886276,1.0762416617241,5.77623463815141,10.2657556366551,10.3430108734439
1003,60.7988487346934,54.3746108275983,1.07764647166814,5.78070591412994,10.2711040778133,10.3495728499887
1004,60.8159402228877,54.38540484165,1.07986956628603,5.78307804334088,10.2812755662863,10.3568757589437
1005,60.8297181147522,54.3954968812098,1.08247336277661,5.78494954232756,10.2893577262893,10.3633262169927
1006,60.8434390821192,54.4045799538309,1.08540487853803,5.7883000733151,10.2944087028179,10.3703041873966
1007,60.8590571327267,54.4166216908324,1.08837330090916,5.79255806380785,10.3055618544344,10.378231050025
1008,60.8710826373534,54.4255525466256,1.09137185126901,5.79492283707206,10.3130090989635,10.3836535342257
1009,60.8872996964034,54.4378903662301,1.09504077940548,5.79785342831124,10.318637173453,10.3920018388472
1010,60.8991892125257,54.4467106900707,1.0982720733117,5.80121243893061,10.329257012161,10.3982287537994
1011,60.9130690098684,54.4583018008317,1.10134138236412,5.80339324639678,10.3353125396552,10.4031544580338
1012,60.9299866499125,54.4662786288009,1.10380288861955,5.80695697399314,10.3427841303902,10.4121581601007
1013,60.9397541374181,54.4798258478273,1.10634610462984,5.81100124280921,10.3542685961261,10.4166822701
1014,60.955771412132,54.4868696115907,1.10955139770547,5.81369936796655,10.3583410929436,10.4266225766991
1015,60.970294235551,54.4982024250686,1.11279093413402,5.81674843738744,10.3678159047314,10.430620494693
1016,60.9824121446202,54.5079241060375,1.11505152609376,5.82120690335791,10.3743176104816,10.4372634720968
1017,60.9980903188713,54.5192657556011,1.11814746211675,5.82402387111963,10.3808008045891,10.44466896496
1018,61.0096126941362,54.5294514960477,1.12036727216219,5.8257545393508,10.3911247188708,10.4509600839093
1019,61.0253388294703,54.5400163874058,1.12343615911387,5.82946483087005,10.3953967493509,10.4588292590183
1020,61.0394290306479,54.5533708228113,1.12610318632206,5.83339896356653,10.4048516903058,10.4643026464929
1021,61.051186551095,54.5615001285494,1.12900880104022,5.83600322563416,10.4135316595038,10.4727405062471
1022,61.0667615513238,54.5730491126582,1.13083391475693,5.83913336225905,10.4189796167356,10.478051174725
1023,61.0779660144031,54.5823979524465,1.13347418040599,5.84216860427605,10.4289703438074,10.484057058604
1024,61.0924688337366,54.5942638938588,1.13559296912585,5.84619969191069,10.4322109605621,10.4908319951069
1025,61.1059733567437,54.6038275459678,1.1373147791548,5.84933833832646,10.4415573013864,10.4975254873105
1026,61.1210209017228,54.6143803361883,1.13979578975265,5.85134486043809,10.4473579721888,10.5037533705283
1027,61.1373516223325,54.625933285768,1.1425284794442,5.85507799398277,10.4546328711754,10.511338209359
1028,61.1525285306324,54.6360797828129,1.14465160059255,5.85913754640999,10.4630600291977,10.5191065167511
1029,61.1640923307132,54.6490127778286,1.14810511144858,5.86189959857697,10.4687793149401,10.5249669433474
1030,61.1793683644818,54.6585538355737,1.150916761751,5.86396569777897,10.4771295888825,10.5313656419569
1031,61.1918376972039,54.6687215141498,1.15403086158472,5.86772727215013,10.484057058604,10.5376452740783
1032,61.2069054782607,54.6802988122308,1.15808674347062,5.87059434456866,10.4917182415119,10.5459956542686
1033,61.2203610110715,54.6892842670125,1.1613817140767,5.87358669694132,10.4986239423765,10.5508888349709
1034,61.2324192421795,54.7025236641516,1.16439879715147,5.87652773905034,10.5069679671444,10.5587674977494
1035,61.2481178136464,54.7088593785101,1.16739924357739,5.88054406658173,10.5155611641418,10.5642238014496
1036,61.2612051944972,54.7227415033657,1.17024240546582,5.88165435068645,10.5227367966308,10.5691030865901
1037,61.2741549388093,54.7283821758786,1.17395802107889,5.88512239673589,10.530294066685,10.5770986196193
1038,61.2908423326375,54.7421613703178,1.17707363718583,5.88890169871625,10.5382394785432,10.5830141059828
1039,61.3015865978404,54.7491892852292,1.1795515154443,5.89185647393187,10.5442561026317,10.5901255427956
1040,61.3149227975974,54.7595566251059,1.18201625149583,5.89413149987544,10.5529552970823,10.5970550216154
1041,61.3312523842637,54.7692419644473,1.18548093157606,5.8966895300378,10.5592596750089,10.6028977920251
1042,61.3435318226352,54.7821494176866,1.18923155402551,5.90122496559188,10.5665646273277,10.6073010421019
1043,61.3570069153035,54.7902856667207,1.19292388093878,5.90283813978187,10.5740379713959,10.6137915960307
1044,61.3703112167461,54.8020676522727,1.19673051313224,5.90692447784452,10.5814185981163,10.6224585223672
1045,61.3848200436108,54.811069458411,1.20078388281364,5.90975711819652,10.5891505984774,10.6266486213895
1046,61.4007349731782,54.8234497207183,1.20341258698314,5.91327324118152,10.5951985447327,10.6339668887827
1047,61.4122972087884,54.8301367220399,1.20721910839927,5.91575508948872,10.6032305401766,10.6405174166039
1048,61.4276250087125,54.8432663982395,1.21131670552926,5.91844339701086,10.6098092671125,10.6467951490036
1049,61.4388730318593,54.8479004419486,1.21431646635095,5.92134787648929,10.617712388931,10.6529665834986
1050,61.4508002123788,54.8609844236221,1.21765525556977,5.92439278862394,10.6267057735824,10.6589128466563
1051,61.4648837501139,54.8709127559876,1.22176713714788,5.92791529870164,10.6339668887827,10.6661177068463
1052,61.4777573830701,54.8813168262714,1.22432362736086,5.93055344303917,10.6418783644898,10.6709060750303
1053,61.4925524099483,54.8918513129436,1.22848595869191,5.93358146254652,10.6522272258252,10.6798378113406
1054,61.5055397692349,54.9000112415746,1.2300732677199,5.93601545116904,10.6589900120126,10.685784022806
1055,61.5183329129613,54.9086590597636,1.23448046563263,5.94016254499385,10.6681131431075,10.6928548400292
1056,61.5318107420103,54.9202722838533,1.23682246740586,5.94374187263425,10.6770687316555,10.6995588146168
1057,61.5448786006651,54.9299452274276,1.2402117754296,5.94565726039759,10.6837942982997,10.7052369482979
1058,61.5588477767996,54.9432810153987,1.24257149588547,5.94875633660469,10.6937378609042,10.7103607253557
1059,61.5698218074336,54.950101638024,1.24421630222082,5.95180590915917,10.6999733326052,10.718364381039
1060,61.5840809541651,54.960914122136,1.24698927851052,5.95467236247743,10.7090416415267,10.7256882008986
1061,61.5994493979072,54.9700047764819,1.24980380916301,5.95759548691061,10.7172870288009,10.73193352662
1062,61.6127383986946,54.982333616366,1.25174936309602,5.9609207995231,10.7276784294391,10.740884333014
1063,61.6293345631596,54.9928124519146,1.25456476330882,5.96369486196779,10.7343998915154,10.7459195945047
1064,61.6416664915471,55.0035176184865,1.25762500614385,5.96658497485231,10.7418896802691,10.7536285203445
1065,61.6553136127457,55.0150606060521,1.26055566140489,5.96897550854897,10.7517247647091,10.7595576614635
1066,61.6715918915839,55.0243573203214,1.26386729431,5.97347921240682,10.7588949325022,10.7682681618281
1067,61.6841457634681,55.0342468162107,1.26614552870907,5.9760612562797,10.7668063846722,10.7727536762495
1068,61.6970338259268,55.0464619841319,1.26861776495973,5.97817501990544,10.7766226686279,10.7807039824788
1069,61.711173973615,55.0554645041186,1.27106673851096,5.98156363577906,10.7840194130659,10.7879618879136
1070,61.7232391582604,55.0687599937204,1.27368826522173,5.98492836383274,10.7930588978837,10.7940050959443
1071,61.7399652682078,55.0774671282222,1.27704616037122,5.98843209418304,10.8015359194494,10.8012080094968
1072,61.7494593156035,55.0898484393999,1.2802041564946,5.99086271425758,10.8106594391788,10.8077687821161
1073,61.7639049622333,55.0966675126992,1.28314144017827,5.99328387549203,10.8159217430061,10.8143534804654
1074,61.7768876818296,55.1117674232343,1.28659554127625,5.99659390027493,10.8262343574652,10.8213939874554
1075,61.787478182341,55.1192115348331,1.28900569756996,5.99982796217474,10.832886618766,10.8282736578362
1076,61.8031401078195,55.1325340722282,1.29200731346962,6.00215705911827,10.84146895275,10.8369755917892
1077,61.8145879646952,55.1392892500481,1.29513595929792,6.00579104729737,10.8510809664897,10.8423126676882
1078,61.8291797700414,55.1505949761007,1.29787432441841,6.00915093199533,10.8552434083304,10.8471113778777
1079,61.8403610481227,55.1611452450915,1.30097526313239,6.01133213460225,10.8667434503402,10.8552434083304
1080,61.8568012611303,55.1715206600053,1.30426266066491,6.01462552358106,10.875181339415,10.861386784385
1081,61.8699087423766,55.1819658313784,1.30694015880084,6.01703887169674,10.881645735081,10.8705993875418
1082,61.8819246036707,55.1919287244044,1.30943724676674,6.02150057088818,10.8920315856819,10.8765573156164
1083,61.8966935985073,55.2005194208139,1.31304664785176,6.02305997169927,10.8994945628889,10.8846403076705
1084,61.906914467884,55.2125106861552,1.31573099053036,6.02563117544741,10.9069390129621,10.8917078088241
1085,61.9193739603935,55.2202730136384,1.31984467324181,6.02912671353671,10.9143466811795,10.8987321301226
1086,61.9321310241287,55.2332220368885,1.32215236543276,6.03251261495091,10.923260372595,10.9043926089637
1087,61.9451236563112,55.2388794087396,1.32546196118816,6.03495945443372,10.9317207409304,10.9113949457648
1088,61.9585435619515,55.2510152482897,1.32798377951364,6.03851181201392,10.9385090192252,10.9206993733651
1089,61.9714094120984,55.2601990462259,1.33170534137317,6.0416583683251,10.947367875678,10.9266651561866
1090,61.9853830618802,55.2719523203871,1.33420553111174,6.04464778415115,10.955253815066,10.9331105188192
1091,61.9967204355092,55.2808953628848,1.33708930476112,6.04678204445598,10.9633002917638,10.94224524063
1092,62.0110037132019,55.2917232610736,1.33927244753695,6.05025177492285,10.9733103968037,10.9478954320335
1093,62.0249932571385,55.3010825988755,1.34214191705223,6.05418813183439,10.9772853231048,10.9562535881984
1094,62.0355558306624,55.3115927857151,1.34504393873369,6.05681018268028,10.987900265563,10.9628328827994
1095,62.0522144814759,55.3223361071815,1.34717244523506,6.05954184409308,10.9944149291383,10.973020189765
1096,62.0646100901153,55.3346710454571,1.35017616012828,6.06269192226872,11.0035941894563,10.9773027149562
1097,62.0772957339889,55.343224781214,1.35277670846984,6.06667943065042,11.0135165572166,10.9847739230536
1098,62.0890276969429,55.3559179563563,1.3551066193172,6.06826548712708,11.0218787168454,10.9916096935778
1099,62.10249678333,55.3642215976204,1.358888970382,6.07155850483171,11.0302805268293,10.998635485363
1100,62.1153128740066,55.3764225904109,1.3616220398654,6.07541883246276,11.0396181006954,11.0061506117883
1101,62.1246040489658,55.3861354050422,1.36502043384595,6.07856954653729,11.0448072746338,11.0118180167314
1102,62.1408583876952,55.3974620791377,1.36795204862261,6.08023007865177,11.0566670555369,11.0204700328142
1103,62.1500165560415,55.4066615016694,1.37110953848761,6.08322349648265,11.0643097554934,11.0267560589085
1104,62.164895577819,55.4170477290677,1.37408784943149,6.08743150806418,11.0721196367862,11.0343512034789
1105,62.1762598996947,55.4290332883114,1.37755869916967,6.08998019040236,11.0818610501005,11.0429311610301
1106,62.1892760429837,55.4399413575221,1.38038953795439,6.09305557733916,11.0888603046194,11.0500704303429
1107,62.201578070897,55.4526052473225,1.38471072704593,6.0955915501083,11.0998897666367,11.0581355686449
1108,62.2158308599137,55.4597231014696,1.38770992507697,6.0985244893022,11.1064939109433,11.0644569871831
1109,62.2280186512977,55.4746176488322,1.39064295374125,6.10300526565127,11.1138088765818,11.0711394513456
1110,62.2375712462861,55.4823383956834,1.39503990390083,6.10422423948553,11.124332495492,11.0786280426515
1111,62.2538849534163,55.4953102221308,1.3986400018548,6.10707273727507,11.1317176224085,11.0856239451746
1112,62.263197451456,55.5029163452773,1.40242578512861,6.11005317864161,11.1405271820658,11.0944758446677
1113,62.2768933217937,55.5129335333994,1.40684026280385,6.11442587588157,11.1486713038032,11.1019375451577
1114,62.286998572026,55.5240930614359,1.41018548793971,6.11625208433808,11.1573721670431,11.1090447019462
1115,62.2990459223087,55.5336045746016,1.41433849773476,6.1201557542499,11.1676298204901,11.1174229165482
1116,62.31084546874,55.5444594011276,1.41774498789909,6.1221463153268,11.1771796792607,11.1263002418873
1117,62.3253607935964,55.5557729044673,1.42102328981009,6.12613857111261,11.1843696770012,11.130264052938
1118,62.337083872421,55.5659618180067,1.4240703564137,6.12820152832866,11.1946595359528,11.140166229289
1119,62.3485278282623,55.5780641011905,1.42624291996629,6.13168265096059,11.2032973801753,11.1467717261278
1120,62.3648141574142,55.5867069952779,1.42805042617,6.13527537599923,11.2110432356936,11.1553951561548
1121,62.3735024010942,55.5987392883938,1.43021115217368,6.1388344386483,11.2230288514382,11.1620697338017
1122,62.390383636768,55.6045794082341,1.43211547158173,6.14165057926902,11.230288711135,11.1701866852626
1123,62.4012370952139,55.6191603478057,1.43497622733241,6.14377635132135,11.2397135140805,11.1784189950867
1124,62.4135817456899,55.624668281998,1.43684988343945,6.14768586214143,11.2491182667424,11.1857435991999
1125,62.4270951178445,55.6347324997139,1.43866345191779,6.15111636427213,11.2566336763507,11.1938411202397
1126,62.4392026369105,55.6459093533855,1.44049055798062,6.15317803324506,11.2656649027129,11.2026371135263
1127,62.4547709387519,55.6569997184551,1.44233125875121,6.15539957445133,11.2740095939337,11.2103274836843
1128,62.4643285235108,55.6670157876657,1.44418612019753,6.15923350216753,11.2840083429076,11.2170003471005
1129,62.4778139306525,55.6765779874472,1.44657486860822,6.16345934537277,11.2918878693379,11.2270138929992
1130,62.4882192977167,55.6869669021644,1.4498356999782,6.16497115020109,11.3005282597286,11.2328611304182
1131,62.5012988784344,55.6972367888969,1.45243353458463,6.16897329242216,11.3110526904323,11.2438679749331
1132,62.5115858322992,55.7076840369573,1.455942827785,6.1711563305204,11.3196157526167,11.2485365345245
1133,62.5251222267213,55.7205702552588,1.45815529156446,6.17485343175439,11.3284949305048,11.2596176814836
1134,62.5414966925693,55.7256464691092,1.46162706519387,6.1777009700425,11.3381878733786,11.2649784530902
1135,62.5518533289466,55.7409390160886,1.4644894886422,6.18071752873889,11.3477506491534,11.2744353232946
1136,62.5651146563227,55.7476881613497,1.46819993567199,6.18332524635334,11.3549661616724,11.2814476074383
1137,62.5739549305763,55.7603694632691,1.47156657144981,6.18699805218587,11.3649478480128,11.2892841871628
1138,62.5885730936461,55.7700472921097,1.47486948264891,6.1896756674083,11.3753284407758,11.2986124835777
1139,62.5959623809723,55.7812548154415,1.47831496599904,6.19319137572061,11.3853399823383,11.3046775121932
1140,62.6099771081826,55.7919948929956,1.48116177299551,6.19591274586634,11.3925824497559,11.3117766209226
1141,62.6197945227871,55.8007583911005,1.48382375229938,6.19841256894521,11.4040692420048,11.3202325481136
1142,62.6358666307122,55.8118030152638,1.48684074901517,6.20180109413932,11.4116861880595,11.3277275853792
1143,62.6451910271016,55.8226562908361,1.48995200713842,6.20489476034059,11.4199411260189,11.334827347393
1144,62.6581972490539,55.8308008465462,1.49284951912014,6.20819643497317,11.4303996384931,11.3439657515712
1145,62.6697075210256,55.8447031659822,1.49475017762141,6.21091011757291,11.4380006394212,11.3502562994406
1146,62.68260235286,55.8533819773983,1.49811594407634,6.2143299111988,11.4467894705017,11.3599733664276
1147,62.6939615003019,55.8657057762049,1.50049595575746,6.21789099027686,11.4586268491414,11.3669783795076
1148,62.7050939919415,55.8752849574949,1.50197302710897,6.22104666838791,11.4646083285575,11.3742660191954
1149,62.7172274169529,55.8871680877547,1.50436352936445,6.22326190620678,11.4740038588727,11.381758475417
1150,62.7295076766751,55.8958936240961,1.50650839967609,6.22589428184683,11.4863269272849,11.3895957952213
1151,62.7445154075736,55.9079205019995,1.50919641758962,6.22972238145031,11.4949269129566,11.3988300125348
1152,62.7534639096059,55.9174697340077,1.51148162108539,6.23197821319099,11.5027612195248,11.4040692420048
1153,62.7675054228082,55.9285423966058,1.51390179098366,6.23501752835498,11.514358031804,11.4133150231628
1154,62.7780221162864,55.9406756256858,1.51681483208316,6.23782722034372,11.5241678347273,11.4196154605664
1155,62.7916070957285,55.9494009113477,1.51938091958215,6.24178343295262,11.5326842861868,11.4285188487308
1156,62.8042041823435,55.961884201169,1.52187768190015,6.24424765252163,11.5421721809916,11.4354005451227
1157,62.8157711118982,55.9697241621181,1.5247684680858,6.24538469839142,11.5542981239604,11.4442435993731
1158,62.8290854292936,55.9851167016007,1.52739483290965,6.25084944291865,11.5625591285537,11.4521530679661
1159,62.8388286743608,55.9892608841653,1.53025669457241,6.25370047130014,11.5703039478442,11.4607908585274
1160,62.852429201388,56.0024903040927,1.53351413427877,6.25604725897233,11.581672647534,11.4681109802864
1161,62.861311449481,56.0116726694087,1.53603528970103,6.25845984962487,11.590516199883,11.4788746936539
1162,62.8757936343105,56.0190895467183,1.53858759096975,6.26132898937361,11.5983581530528,11.4845843389231
1163,62.8840238886073,56.030922320466,1.54159048298558,6.26528426895962,11.6096442892619,11.4962092465516
1164,62.8995552360332,56.0412862556526,1.54455894468347,6.2677039201578,11.6152917621007,11.5013293730235
1165,62.9047897532908,56.0529544877812,1.54742382043789,6.26975680857822,11.624991860672,11.5102926325823
1166,62.9202420147677,56.0635111564272,1.55074280480588,6.27290354051474,11.6356913377829,11.5185599585421
1167,62.9297181080621,56.0722666845888,1.55314808411067,6.27653112240822,11.6430636979415,11.5294166069863
1168,62.9445125932745,56.0849516056036,1.5565389112181,6.27893897729914,11.6528376104487,11.5359414357833
1169,62.9529684170233,56.0919971286759,1.55953338397452,6.28241312753819,11.6643643028799,11.5460650386741
1170,62.9667335482916,56.1079528582036,1.5627760402141,6.28452023825554,11.6717681888082,11.5528354048039
1171,62.975629984706,56.112861009468,1.56585680889715,6.2876895734007,11.6818028012727,11.5616022449406
1172,62.9893106513957,56.1280805010786,1.56967430916161,6.29113795400033,11.6934892811071,11.5676526097842
1173,62.999211011104,56.1331462386108,1.57246010033341,6.29387757668343,11.7025248990438,11.5774443185612
1174,63.0135938173056,56.1454784753933,1.57624726723815,6.29734579493189,11.7122719283633,11.5836375212701
1175,63.0240196126173,56.1561250455724,1.57907966482812,6.30039684842915,11.7222465986659,11.5959403775669
1176,63.0383223130968,56.1679121054537,1.5836211419773,6.30287843587246,11.7325791421007,11.6006659790807
1177,63.0505086931117,56.1781355715036,1.58618854955156,6.30635919848227,11.7422921621386,11.6097955769468
1178,63.0616444540728,56.1886648654605,1.58847692756836,6.30937632264917,11.7514262110648,11.6169004371835
1179,63.0720355775447,56.1989762140348,1.59285317262903,6.31221757450945,11.7611946934291,11.6258039822927
1180,63.0841435638583,56.2099445297843,1.59510478072189,6.31510606048436,11.7683086081799,11.6329307392143
1181,63.0958656876197,56.2200725612389,1.59869463910917,6.31862555454227,11.7810394088054,11.6436242550952
1182,63.1067392759558,56.2309843388531,1.60205018666725,6.32158739042387,11.7905372970475,11.6488985328167
1183,63.1202974001375,56.2383811703234,1.60511847237493,6.32510306430406,11.7984575155243,11.6575389280718
1184,63.1294992665798,56.252156246017,1.60759098854336,6.32782537988319,11.8081197811864,11.6655539963315
1185,63.145747551842,56.2595645594664,1.60954339412039,6.32998177784019,11.8172774182027,11.6730901428797
1186,63.1518786692381,56.273163219756,1.61297514631581,6.33206183624291,11.8282834973031,11.6823496394286
1187,63.168149988344,56.279562548047,1.61583195575948,6.33724886196924,11.8360306858062,11.6891158220328
1188,63.1770203299663,56.2915708972713,1.61855790463367,6.34023987238686,11.8467172626743,11.698212293215
1189,63.1908303231127,56.3013543250527,1.62213312449389,6.34168768811325,11.8575220276623,11.7047166083783
1190,63.2007304472532,56.3111270809428,1.6256257314704,6.34456061814992,11.8661847115634,11.7154300352169
1191,63.2140521111733,56.3247970629876,1.62896566701171,6.3484732127288,11.8754566531646,11.7212426446278
1192,63.2243321889653,56.3318389687144,1.6318998253006,6.35217648364067,11.8845606866373,11.7316089842419
1193,63.2370955641253,56.3465907436253,1.63500067326011,6.35433737836522,11.8949001388948,11.7383683298346
1194,63.2503392230205,56.3530498489923,1.63726638323058,6.35764909014236,11.9052945206335,11.747181064316
1195,63.26078730605,56.3657385725565,1.64005600870015,6.35980166538797,11.9141058711479,11.7548284271815
1196,63.2722437630955,56.3755813968806,1.64291077226969,6.36479487513436,11.9249373337404,11.7636773912716
1197,63.2830788895619,56.3847327004129,1.6465105517528,6.36658103067883,11.9331985540223,11.7685065511455
1198,63.2947965279253,56.3961623190266,1.64852458376008,6.37026888234132,11.9429201186674,11.7805862405567
1199,63.3048960001899,56.4050989284408,1.65124506459319,6.37236426870452,11.9537071062551,11.7861895464675
1200,63.316941883291,56.4176179170689,1.65419964609909,6.37626051046847,11.9622456882178,11.7976536441459
1201,63.3278666525089,56.4258931746262,1.65670696321329,6.37904796519914,11.9702545140328,11.8027461094551
1202,63.3402688161199,56.4345262402419,1.65822271415217,6.38277749270155,11.9818580557621,11.8131107101438
1203,63.3507824818843,56.4475010683575,1.6618629222358,6.38518551649209,11.9906197378802,11.8198664456163
1204,63.3611170167721,56.4549396632909,1.66324492507514,6.38839164986899,11.9998846130118,11.831216632407
1205,63.3715629429369,56.4703873867264,1.66583221516531,6.39245100161989,12.0087376095272,11.8358535679683
1206,63.3814945784311,56.4763434968462,1.66819525323486,6.39481484972437,12.0194223306188,11.8446470858024
1207,63.3947487318957,56.4911856317937,1.67011488408331,6.39747245925132,12.0292421243437,11.85341015448
1208,63.4062187876636,56.4973822699414,1.6735432845949,6.40103916474449,12.0364531209372,11.8600520024382
1209,63.4170230793181,56.5089405119099,1.67495778283189,6.40444779791285,12.0452791682624,11.867499986167
1210,63.4271567903296,56.5199724940456,1.67774714727975,6.40741263187405,12.053016870492,11.8769958452036
1211,63.4386536082172,56.5307617767542,1.68036618171419,6.41148387832813,12.0653999015982,11.8843976785005
1212,63.4493267025226,56.542857994583,1.68306660757367,6.41366694890655,12.0758994318158,11.8955450869233
1213,63.4602021994445,56.552307734835,1.68603077631163,6.41673993767938,12.0846538409412,11.9020951735835
1214,63.4692844339794,56.5612883496267,1.68851756854427,6.41925219742767,12.094834057884,11.9121171890841
1215,63.4827801205312,56.5721153170358,1.69020215523624,6.42165520692728,12.1038432610156,11.919802273544
1216,63.4930822068918,56.581687256671,1.6940306598171,6.42538190348291,12.11436278928,11.928612839411
1217,63.5058736339679,56.5951363199238,1.69574951085211,6.4299023256873,12.1246963942488,11.9355853239789
1218,63.5168727290002,56.603721155334,1.69866709104183,6.43135167532222,12.1331299838711,11.9414059039996
1219,63.5275198173184,56.6156624696826,1.70269878363172,6.43438591071838,12.142972553005,11.9523603769157
1220,63.5380047602024,56.6217962043035,1.70423036292039,6.43712054971833,12.1549982417901,11.9583284360327
1221,63.5489904378828,56.6350040197394,1.70731927312734,6.44137302704484,12.1611832277287,11.9695212747069
1222,63.5599343310525,56.6429342164852,1.71027054357237,6.4442444273361,12.1732375595529,11.9757438462028
1223,63.5721377932267,56.6553210086725,1.71244508404111,6.44725284082026,12.1855483155322,11.9865650876068
1224,63.5841952475246,56.6649226173896,1.71571149863275,6.45032479040086,12.1914917394959,11.9929516359268
1225,63.5938463485259,56.6755363064309,1.71828227532156,6.45269594899156,12.2032079718832,12.0026299069438
1226,63.6070271968485,56.6869523944006,1.72243001842104,6.45555771952577,12.2129151778474,12.0115101059104
1227,63.615892960803,56.6966358308804,1.72470854098428,6.45984406843142,12.2201936228854,12.0197751296532
1228,63.6273265627367,56.7093454228784,1.72862184346606,6.46257893536811,12.2339869421964,12.0300777762306
1229,63.6381300016782,56.7174395338083,1.73121120820379,6.46577310848756,12.2429655544816,12.0361583799993
1230,63.6484042872519,56.7273515226312,1.73452405351543,6.46836566497128,12.2527301087158,12.0472391710672
1231,63.6613930169521,56.7392207781207,1.73716842975286,6.47247156784719,12.2646285096194,12.0540148407258
1232,63.6702511772639,56.7483707865758,1.74050648303026,6.47545049544085,12.2748313913957,12.0642283527682
1233,63.6820428849009,56.7613368050316,1.74389601279434,6.47824224464066,12.2831823118081,12.0716575880075
1234,63.6921662707536,56.7691987635402,1.74608510759378,6.48048207196666,12.2953071520284,12.0817856405614
1235,63.7043062345146,56.7819998290777,1.74939687958923,6.48481420586318,12.3056583753718,12.0893229473489
1236,63.7110313801178,56.7876974743621,1.7527177143179,6.48821594424026,12.3135281622996,12.0997211500773
1237,63.7256817541144,56.7985647141027,1.75556273588851,6.49077257744252,12.3268517682976,12.1075360117001
1238,63.7315125676765,56.8105470227132,1.75914822185619,6.49482504546417,12.3356703711513,12.1165327190695
1239,63.747257396921,56.8199723718749,1.76231534848503,6.49769562775387,12.34483253514,12.1256853775342
1240,63.7559958063245,56.8322726214342,1.7658615807174,6.50094105891043,12.357414646929,12.1338060360306
1241,63.7690334294536,56.8400520290016,1.76877480722953,6.50317425102087,12.3651255434527,12.1441316322767
1242,63.7754230925814,56.8544518424198,1.77193165136309,6.50705690191217,12.3754187683282,12.1494430885286
1243,63.7910101119703,56.8628503641498,1.77555436203053,6.51079326692333,12.387859911611,12.1606500425242
1244,63.7972922200629,56.8787287543855,1.77861473501401,6.51443775166727,12.397557381852,12.1681141762804
1245,63.8122503616145,56.8829856519414,1.78250044499656,6.51671381506818,12.4063651247331,12.1787439997304
1246,63.8205889729925,56.8939682915253,1.78615827788164,6.52004857140531,12.4208052680032,12.1863480006833
1247,63.8337580678582,56.9057605273339,1.78915847843125,6.52399357737282,12.4319501195296,12.1957872765396
1248,63.8435354446652,56.9158405870868,1.79200080425357,6.52652822339389,12.440985831445,12.2030490480198
1249,63.8581465686607,56.9276782930073,1.79551608502121,6.52995132767181,12.450604209545,12.2142118439537
1250,63.8657575439426,56.9392943623592,1.7981006925297,6.53285139062165,12.4640837567205,12.2201936228854
1251,63.8800625171051,56.9483061798249,1.80111221343388,6.53671274637371,12.4717968556295,12.2315442690972
1252,63.88626898244,56.9606654949402,1.80392191293022,6.53992997712821,12.4836954713714,12.2378457098673
1253,63.9017985934617,56.970568954048,1.80671998901111,6.5432217344451,12.4954953253788,12.2468721890957
1254,63.9092495298726,56.9812672742138,1.81045007250846,6.54608434618259,12.5036730002911,12.2556476208733
1255,63.9250037780387,56.9895679247489,1.81235696225871,6.54933898796556,12.515763902636,12.2638978018355
1256,63.9325215726776,57.0025487144686,1.81516856651154,6.55311577211393,12.5269191553009,12.2724127772035
1257,63.9475334244388,57.011506965444,1.81799572564439,6.55598236151794,12.5354744667591,12.282857885108
1258,63.9539455078497,57.0238862947145,1.82118505561441,6.5584193812625,12.5467734965438,12.2910933965419
1259,63.9697390238184,57.033228034154,1.82374083741921,6.56227451537161,12.5574800167749,12.2996289722874
1260,63.9769241486163,57.0454138562833,1.82688395679997,6.56622897004594,12.5639934000306,12.3091154019758
1261,63.9916308671664,57.0553635150059,1.83030229221669,6.56929389311656,12.5765070491599,12.3170000937513
1262,63.9971119197044,57.0658972666724,1.8324520767334,6.57071477868515,12.588042812628,12.328359018459
1263,64.0118845365821,57.0788152163286,1.83538474320472,6.57339261959461,12.5957796314453,12.3356688023509
1264,64.017639181023,57.0884086665393,1.83885688382546,6.57860564074372,12.6071657244869,12.3469862606933
1265,64.0312233133165,57.1004191492233,1.84182299697966,6.58185164875885,12.6200117772747,12.3567950220343
1266,64.0396664931287,57.1078469018083,1.84432598396522,6.58541640717388,12.6282209019565,12.3657076074174
1267,64.0513834078877,57.1213649247368,1.84763341976263,6.58809766775803,12.6391232883505,12.3768242313162
1268,64.0632044853441,57.1266438465856,1.85042607804957,6.58986504281073,12.6511191384814,12.3844351347018
1269,64.0737020209786,57.14056266716,1.85317422673248,6.59284237948127,12.6613207526678,12.3941381376415
1270,64.0831252211753,57.1481955983744,1.85617765088314,6.59724783475219,12.6702582235986,12.4025004734085
1271,64.0946826763909,57.1609528338337,1.85916028556843,6.6021390536023,12.6826828368317,12.410722936038
1272,64.105353411805,57.16934801232,1.86336587845576,6.60477515082392,12.6919478621083,12.4215937581205
1273,64.1139822120812,57.1789957274515,1.86511146524865,6.60641668987022,12.7021844174897,12.4296089254709
1274,64.1277817682537,57.1892760640408,1.86769164593298,6.60969107838277,12.7134473013988,12.4403425357712
1275,64.1360779512832,57.2002520784552,1.87064483132432,6.61411155167702,12.7240549017403,12.4477431067885
1276,64.147574882962,57.2092525700548,1.87300003568019,6.61814760186469,12.7333489111636,12.4579381773951
